algorithm,Makespan,WeightedTardiness,run
double,4105.0,13058.0,11.0
double,4127.0,12914.0,11.0
double,4131.0,12812.0,11.0
double,4197.0,10958.0,11.0
double,4272.0,10064.0,11.0
double,4301.0,9925.0,11.0
double,4317.0,9834.0,11.0
double,4296.0,10025.0,11.0
double,4177.0,11756.0,11.0
double,4037.0,17048.0,11.0
double,4014.0,17556.0,11.0
double,3903.0,25130.0,11.0
double,3915.0,24915.0,11.0
double,3863.0,28823.0,11.0
double,3865.0,28766.0,11.0
double,3862.0,29146.0,11.0
double,3859.0,30956.0,11.0
double,4396.0,9657.0,11.0
double,3992.0,17296.0,12.0
double,4001.0,16991.0,12.0
double,4009.0,16990.0,12.0
double,4092.0,12738.0,12.0
double,4199.0,10197.0,12.0
double,4230.0,9819.0,12.0
double,4263.0,9453.0,12.0
double,4282.0,9400.0,12.0
double,4144.0,10853.0,12.0
double,4105.0,11948.0,12.0
double,4016.0,14708.0,12.0
double,3975.0,17778.0,12.0
double,3964.0,20141.0,12.0
double,3909.0,27626.0,12.0
double,3879.0,30631.0,12.0
double,4431.0,9223.0,12.0
double,3878.0,31346.0,12.0
double,3985.0,19763.0,13.0
double,4029.0,16096.0,13.0
double,4131.0,12101.0,13.0
double,4150.0,11651.0,13.0
double,4222.0,10696.0,13.0
double,4285.0,9394.0,13.0
double,4165.0,11398.0,13.0
double,4097.0,13101.0,13.0
double,4032.0,14328.0,13.0
double,4012.0,19602.0,13.0
double,4011.0,19648.0,13.0
double,3869.0,29816.0,13.0
double,3861.0,30271.0,13.0
double,3947.0,22586.0,14.0
double,3954.0,22026.0,14.0
double,3955.0,21811.0,14.0
double,3991.0,19929.0,14.0
double,4054.0,16479.0,14.0
double,4116.0,12584.0,14.0
double,4211.0,10483.0,14.0
double,4273.0,9856.0,14.0
double,4326.0,9589.0,14.0
double,4093.0,13651.0,14.0
double,4058.0,15288.0,14.0
double,3996.0,19225.0,14.0
double,3915.0,26796.0,14.0
double,3876.0,29519.0,14.0
double,3874.0,34365.0,14.0
double,4428.0,9403.0,14.0
double,3931.0,21188.0,15.0
double,3949.0,20528.0,15.0
double,3966.0,18518.0,15.0
double,3970.0,18451.0,15.0
double,3987.0,17968.0,15.0
double,4168.0,11578.0,15.0
double,4167.0,11697.0,15.0
double,4239.0,10424.0,15.0
double,4306.0,10088.0,15.0
double,4069.0,13520.0,15.0
double,4048.0,14755.0,15.0
double,3923.0,25507.0,15.0
double,3890.0,29567.0,15.0
double,3862.0,31148.0,15.0
double,4413.0,9894.0,15.0
